formula,pattern,template_formula,template_file,roles,chalcogen,halide,charge_check
Ge3BiTe4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Bi,Te,Cl,sum(role_charge*stoich)=2*Ch+X
Ge3BiTe4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Bi,Te,Br,sum(role_charge*stoich)=2*Ch+X
Ge3BiTe4I,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Bi,Te,I,sum(role_charge*stoich)=2*Ch+X
Ge3SbS4F,B3C1_Ch4_X1,Ba3InS4Cl,mp-1205371.cif,B3:Ge;C1:Sb,S,F,sum(role_charge*stoich)=2*Ch+X
Ge3SbS4Cl,B3C1_Ch4_X1,Ba3InS4Cl,mp-1205371.cif,B3:Ge;C1:Sb,S,Cl,sum(role_charge*stoich)=2*Ch+X
Ge3SbS4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Sb,S,Br,sum(role_charge*stoich)=2*Ch+X
Ge3SbS4I,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Sb,S,I,sum(role_charge*stoich)=2*Ch+X
Ge3SbSe4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Sb,Se,F,sum(role_charge*stoich)=2*Ch+X
Ge3SbSe4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Sb,Se,Cl,sum(role_charge*stoich)=2*Ch+X
Ge3SbSe4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Sb,Se,Br,sum(role_charge*stoich)=2*Ch+X
Ge3SbSe4I,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Sb,Se,I,sum(role_charge*stoich)=2*Ch+X
Ge3SbTe4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Sb,Te,F,sum(role_charge*stoich)=2*Ch+X
Ge3SbTe4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Sb,Te,Cl,sum(role_charge*stoich)=2*Ch+X
Ge3SbTe4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Sb,Te,Br,sum(role_charge*stoich)=2*Ch+X
Ge3SbTe4I,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Sb,Te,I,sum(role_charge*stoich)=2*Ch+X
AlSn3S4F,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Sn;C1:Al,S,F,sum(role_charge*stoich)=2*Ch+X
AlSn3S4Cl,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Sn;C1:Al,S,Cl,sum(role_charge*stoich)=2*Ch+X
AlSn3S4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Al,S,Br,sum(role_charge*stoich)=2*Ch+X
AlSn3S4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Al,S,I,sum(role_charge*stoich)=2*Ch+X
AlSn3Se4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Al,Se,F,sum(role_charge*stoich)=2*Ch+X
AlSn3Se4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Al,Se,Cl,sum(role_charge*stoich)=2*Ch+X
AlSn3Se4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Al,Se,Br,sum(role_charge*stoich)=2*Ch+X
AlSn3Se4I,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Al,Se,I,sum(role_charge*stoich)=2*Ch+X
AlSn3Te4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Al,Te,F,sum(role_charge*stoich)=2*Ch+X
AlSn3Te4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Al,Te,Cl,sum(role_charge*stoich)=2*Ch+X
AlSn3Te4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Al,Te,Br,sum(role_charge*stoich)=2*Ch+X
AlSn3Te4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Al,Te,I,sum(role_charge*stoich)=2*Ch+X
GaSn3S4F,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Sn;C1:Ga,S,F,sum(role_charge*stoich)=2*Ch+X
GaSn3S4Cl,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Sn;C1:Ga,S,Cl,sum(role_charge*stoich)=2*Ch+X
GaSn3S4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Ga,S,Br,sum(role_charge*stoich)=2*Ch+X
GaSn3S4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Ga,S,I,sum(role_charge*stoich)=2*Ch+X
GaSn3Se4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Ga,Se,F,sum(role_charge*stoich)=2*Ch+X
GaSn3Se4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Ga,Se,Cl,sum(role_charge*stoich)=2*Ch+X
GaSn3Se4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Ga,Se,Br,sum(role_charge*stoich)=2*Ch+X
GaSn3Se4I,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Ga,Se,I,sum(role_charge*stoich)=2*Ch+X
GaSn3Te4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Ga,Te,F,sum(role_charge*stoich)=2*Ch+X
GaSn3Te4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Ga,Te,Cl,sum(role_charge*stoich)=2*Ch+X
GaSn3Te4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Ga,Te,Br,sum(role_charge*stoich)=2*Ch+X
GaSn3Te4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Ga,Te,I,sum(role_charge*stoich)=2*Ch+X
InSn3S4F,B3C1_Ch4_X1,Ba3InS4Cl,mp-1205371.cif,B3:Sn;C1:In,S,F,sum(role_charge*stoich)=2*Ch+X
InSn3S4Cl,B3C1_Ch4_X1,Ba3InS4Cl,mp-1205371.cif,B3:Sn;C1:In,S,Cl,sum(role_charge*stoich)=2*Ch+X
InSn3S4Br,B3C1_Ch4_X1,Ba3InS4Cl,mp-1205371.cif,B3:Sn;C1:In,S,Br,sum(role_charge*stoich)=2*Ch+X
InSn3S4I,B3C1_Ch4_X1,Ba3InS4Cl,mp-1205371.cif,B3:Sn;C1:In,S,I,sum(role_charge*stoich)=2*Ch+X
InSn3Se4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:In,Se,F,sum(role_charge*stoich)=2*Ch+X
InSn3Se4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:In,Se,Cl,sum(role_charge*stoich)=2*Ch+X
InSn3Se4Br,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:In,Se,Br,sum(role_charge*stoich)=2*Ch+X
InSn3Se4I,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:In,Se,I,sum(role_charge*stoich)=2*Ch+X
InSn3Te4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:In,Te,F,sum(role_charge*stoich)=2*Ch+X
InSn3Te4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:In,Te,Cl,sum(role_charge*stoich)=2*Ch+X
InSn3Te4Br,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:In,Te,Br,sum(role_charge*stoich)=2*Ch+X
InSn3Te4I,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:In,Te,I,sum(role_charge*stoich)=2*Ch+X
ScSn3S4F,B3C1_Ch4_X1,Ba3InS4Cl,mp-1205371.cif,B3:Sn;C1:Sc,S,F,sum(role_charge*stoich)=2*Ch+X
ScSn3S4Cl,B3C1_Ch4_X1,Ba3InS4Cl,mp-1205371.cif,B3:Sn;C1:Sc,S,Cl,sum(role_charge*stoich)=2*Ch+X
ScSn3S4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Sn;C1:Sc,S,Br,sum(role_charge*stoich)=2*Ch+X
ScSn3S4I,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Sn;C1:Sc,S,I,sum(role_charge*stoich)=2*Ch+X
ScSn3Se4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Sc,Se,F,sum(role_charge*stoich)=2*Ch+X
ScSn3Se4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Sc,Se,Cl,sum(role_charge*stoich)=2*Ch+X
ScSn3Se4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Sn;C1:Sc,Se,Br,sum(role_charge*stoich)=2*Ch+X
ScSn3Se4I,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Sc,Se,I,sum(role_charge*stoich)=2*Ch+X
ScSn3Te4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Sc,Te,F,sum(role_charge*stoich)=2*Ch+X
ScSn3Te4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Sc,Te,Cl,sum(role_charge*stoich)=2*Ch+X
ScSn3Te4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Sn;C1:Sc,Te,Br,sum(role_charge*stoich)=2*Ch+X
ScSn3Te4I,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Sn;C1:Sc,Te,I,sum(role_charge*stoich)=2*Ch+X
YSn3S4F,B3C1_Ch4_X1,Ba3InS4Cl,mp-1205371.cif,B3:Sn;C1:Y,S,F,sum(role_charge*stoich)=2*Ch+X
YSn3S4Cl,B3C1_Ch4_X1,Ba3InS4Cl,mp-1205371.cif,B3:Sn;C1:Y,S,Cl,sum(role_charge*stoich)=2*Ch+X
YSn3S4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Sn;C1:Y,S,Br,sum(role_charge*stoich)=2*Ch+X
YSn3S4I,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Sn;C1:Y,S,I,sum(role_charge*stoich)=2*Ch+X
YSn3Se4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Y,Se,F,sum(role_charge*stoich)=2*Ch+X
YSn3Se4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Y,Se,Cl,sum(role_charge*stoich)=2*Ch+X
YSn3Se4Br,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Y,Se,Br,sum(role_charge*stoich)=2*Ch+X
YSn3Se4I,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Y,Se,I,sum(role_charge*stoich)=2*Ch+X
YSn3Te4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Y,Te,F,sum(role_charge*stoich)=2*Ch+X
YSn3Te4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Y,Te,Cl,sum(role_charge*stoich)=2*Ch+X
YSn3Te4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Sn;C1:Y,Te,Br,sum(role_charge*stoich)=2*Ch+X
YSn3Te4I,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Y,Te,I,sum(role_charge*stoich)=2*Ch+X
LaSn3S4F,B3C1_Ch4_X1,Ba3InS4Cl,mp-1205371.cif,B3:Sn;C1:La,S,F,sum(role_charge*stoich)=2*Ch+X
LaSn3S4Cl,B3C1_Ch4_X1,Ba3InS4Cl,mp-1205371.cif,B3:Sn;C1:La,S,Cl,sum(role_charge*stoich)=2*Ch+X
LaSn3S4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Sn;C1:La,S,Br,sum(role_charge*stoich)=2*Ch+X
LaSn3S4I,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Sn;C1:La,S,I,sum(role_charge*stoich)=2*Ch+X
LaSn3Se4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:La,Se,F,sum(role_charge*stoich)=2*Ch+X
LaSn3Se4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:La,Se,Cl,sum(role_charge*stoich)=2*Ch+X
LaSn3Se4Br,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:La,Se,Br,sum(role_charge*stoich)=2*Ch+X
LaSn3Se4I,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:La,Se,I,sum(role_charge*stoich)=2*Ch+X
LaSn3Te4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:La,Te,F,sum(role_charge*stoich)=2*Ch+X
LaSn3Te4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:La,Te,Cl,sum(role_charge*stoich)=2*Ch+X
LaSn3Te4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Sn;C1:La,Te,Br,sum(role_charge*stoich)=2*Ch+X
LaSn3Te4I,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:La,Te,I,sum(role_charge*stoich)=2*Ch+X
LuSn3S4F,B3C1_Ch4_X1,Ba3InS4Cl,mp-1205371.cif,B3:Sn;C1:Lu,S,F,sum(role_charge*stoich)=2*Ch+X
LuSn3S4Cl,B3C1_Ch4_X1,Ba3InS4Cl,mp-1205371.cif,B3:Sn;C1:Lu,S,Cl,sum(role_charge*stoich)=2*Ch+X
LuSn3S4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Sn;C1:Lu,S,Br,sum(role_charge*stoich)=2*Ch+X
LuSn3S4I,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Sn;C1:Lu,S,I,sum(role_charge*stoich)=2*Ch+X
LuSn3Se4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Lu,Se,F,sum(role_charge*stoich)=2*Ch+X
LuSn3Se4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Lu,Se,Cl,sum(role_charge*stoich)=2*Ch+X
LuSn3Se4Br,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Lu,Se,Br,sum(role_charge*stoich)=2*Ch+X
LuSn3Se4I,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Lu,Se,I,sum(role_charge*stoich)=2*Ch+X
LuSn3Te4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Lu,Te,F,sum(role_charge*stoich)=2*Ch+X
LuSn3Te4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Lu,Te,Cl,sum(role_charge*stoich)=2*Ch+X
LuSn3Te4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Sn;C1:Lu,Te,Br,sum(role_charge*stoich)=2*Ch+X
LuSn3Te4I,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Lu,Te,I,sum(role_charge*stoich)=2*Ch+X
TiSn3S4F,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Sn;C1:Ti,S,F,sum(role_charge*stoich)=2*Ch+X
TiSn3S4Cl,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Sn;C1:Ti,S,Cl,sum(role_charge*stoich)=2*Ch+X
TiSn3S4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Ti,S,Br,sum(role_charge*stoich)=2*Ch+X
TiSn3S4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Ti,S,I,sum(role_charge*stoich)=2*Ch+X
TiSn3Se4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Ti,Se,F,sum(role_charge*stoich)=2*Ch+X
TiSn3Se4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Ti,Se,Cl,sum(role_charge*stoich)=2*Ch+X
TiSn3Se4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Ti,Se,Br,sum(role_charge*stoich)=2*Ch+X
TiSn3Se4I,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Ti,Se,I,sum(role_charge*stoich)=2*Ch+X
TiSn3Te4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Ti,Te,F,sum(role_charge*stoich)=2*Ch+X
TiSn3Te4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Ti,Te,Cl,sum(role_charge*stoich)=2*Ch+X
TiSn3Te4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Ti,Te,Br,sum(role_charge*stoich)=2*Ch+X
TiSn3Te4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Ti,Te,I,sum(role_charge*stoich)=2*Ch+X
VSn3S4F,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Sn;C1:V,S,F,sum(role_charge*stoich)=2*Ch+X
VSn3S4Cl,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Sn;C1:V,S,Cl,sum(role_charge*stoich)=2*Ch+X
VSn3S4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:V,S,Br,sum(role_charge*stoich)=2*Ch+X
VSn3S4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:V,S,I,sum(role_charge*stoich)=2*Ch+X
VSn3Se4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:V,Se,F,sum(role_charge*stoich)=2*Ch+X
VSn3Se4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:V,Se,Cl,sum(role_charge*stoich)=2*Ch+X
VSn3Se4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:V,Se,Br,sum(role_charge*stoich)=2*Ch+X
VSn3Se4I,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:V,Se,I,sum(role_charge*stoich)=2*Ch+X
VSn3Te4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:V,Te,F,sum(role_charge*stoich)=2*Ch+X
VSn3Te4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:V,Te,Cl,sum(role_charge*stoich)=2*Ch+X
VSn3Te4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:V,Te,Br,sum(role_charge*stoich)=2*Ch+X
VSn3Te4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:V,Te,I,sum(role_charge*stoich)=2*Ch+X
NbSn3S4F,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Sn;C1:Nb,S,F,sum(role_charge*stoich)=2*Ch+X
NbSn3S4Cl,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Sn;C1:Nb,S,Cl,sum(role_charge*stoich)=2*Ch+X
NbSn3S4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Nb,S,Br,sum(role_charge*stoich)=2*Ch+X
NbSn3S4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Nb,S,I,sum(role_charge*stoich)=2*Ch+X
NbSn3Se4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Nb,Se,F,sum(role_charge*stoich)=2*Ch+X
NbSn3Se4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Nb,Se,Cl,sum(role_charge*stoich)=2*Ch+X
NbSn3Se4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Nb,Se,Br,sum(role_charge*stoich)=2*Ch+X
NbSn3Se4I,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Nb,Se,I,sum(role_charge*stoich)=2*Ch+X
NbSn3Te4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Nb,Te,F,sum(role_charge*stoich)=2*Ch+X
NbSn3Te4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Nb,Te,Cl,sum(role_charge*stoich)=2*Ch+X
NbSn3Te4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Nb,Te,Br,sum(role_charge*stoich)=2*Ch+X
NbSn3Te4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Nb,Te,I,sum(role_charge*stoich)=2*Ch+X
Sn3MoS4F,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Sn;C1:Mo,S,F,sum(role_charge*stoich)=2*Ch+X
Sn3MoS4Cl,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Sn;C1:Mo,S,Cl,sum(role_charge*stoich)=2*Ch+X
Sn3MoS4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Mo,S,Br,sum(role_charge*stoich)=2*Ch+X
Sn3MoS4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Mo,S,I,sum(role_charge*stoich)=2*Ch+X
Sn3MoSe4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Mo,Se,F,sum(role_charge*stoich)=2*Ch+X
Sn3MoSe4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Mo,Se,Cl,sum(role_charge*stoich)=2*Ch+X
Sn3MoSe4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Mo,Se,Br,sum(role_charge*stoich)=2*Ch+X
Sn3MoSe4I,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Mo,Se,I,sum(role_charge*stoich)=2*Ch+X
Sn3Te4MoF,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Mo,Te,F,sum(role_charge*stoich)=2*Ch+X
Sn3Te4MoCl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Sn;C1:Mo,Te,Cl,sum(role_charge*stoich)=2*Ch+X
Sn3Te4MoBr,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Mo,Te,Br,sum(role_charge*stoich)=2*Ch+X
Sn3Te4MoI,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Sn;C1:Mo,Te,I,sum(role_charge*stoich)=2*Ch+X
ZrSn3S4F,B3C1_Ch4_X1,Ba3InS4Cl,mp-1205371.cif,B3:Sn;C1:Zr,S,F,sum(role_charge*stoich)=2*Ch+X
ZrSn3S4Cl,B3C1_Ch4_X1,Ba3InS4Cl,mp-1205371.cif,B3:Sn;C1:Zr,S,Cl,sum(role_charge*stoich)=2*Ch+X
ZrSn3S4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Sn;C1:Zr,S,Br,sum(role_charge*stoich)=2*Ch+X
ZrSn3S4I,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Sn;C1:Zr,S,I,sum(role_charge*stoich)=2*Ch+X
ZrSn3Se4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Zr,Se,F,sum(role_charge*stoich)=2*Ch+X
ZrSn3Se4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Zr,Se,Cl,sum(role_charge*stoich)=2*Ch+X
ZrSn3Se4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Sn;C1:Zr,Se,Br,sum(role_charge*stoich)=2*Ch+X
ZrSn3Se4I,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Zr,Se,I,sum(role_charge*stoich)=2*Ch+X
ZrSn3Te4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Zr,Te,F,sum(role_charge*stoich)=2*Ch+X
ZrSn3Te4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Zr,Te,Cl,sum(role_charge*stoich)=2*Ch+X
ZrSn3Te4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Sn;C1:Zr,Te,Br,sum(role_charge*stoich)=2*Ch+X
ZrSn3Te4I,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Sn;C1:Zr,Te,I,sum(role_charge*stoich)=2*Ch+X
HfSn3S4F,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Sn;C1:Hf,S,F,sum(role_charge*stoich)=2*Ch+X
HfSn3S4Cl,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Sn;C1:Hf,S,Cl,sum(role_charge*stoich)=2*Ch+X
HfSn3S4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Sn;C1:Hf,S,Br,sum(role_charge*stoich)=2*Ch+X
HfSn3S4I,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Sn;C1:Hf,S,I,sum(role_charge*stoich)=2*Ch+X
HfSn3Se4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Sn;C1:Hf,Se,F,sum(role_charge*stoich)=2*Ch+X
